MIKF01000001.1	90573	90622	2	2	1	1	0	24
MIKF01000010.1	291365	291412	1	1	1	1	0	17
MIKF01000099.1	89076	89153	1	1	0	2	0	36
MIKF01000099.1	101855	101906	1	1	1	2	0	48
MIKF01000100.1	100310	100368	2	2	1	1	0	12
MIKF01000100.1	117960	118012	2	2	1	2	0	43
MIKF01001021.1	854	904	2	2	1	4	0	48
MIKF01000102.1	53123	53178	2	4	1	2	0	46
MIKF01000102.1	54613	54664	2	2	1	1	0	26
MIKF01000102.1	56153	56235	2	2	1	2	0	25
MIKF01000102.1	69260	69314	2	2	1	1	0	15
MIKF01000102.1	69330	69385	2	2	1	1	0	15
MIKF01000102.1	71141	71201	1	1	1	1	0	25
MIKF01000103.1	81732	81784	2	2	1	1	0	38
MIKF01000104.1	51351	51414	2	2	1	1	0	27
MIKF01000104.1	51728	51874	2	2	1	4	0	44
MIKF01000104.1	52594	52802	1	1	1	2	0	26
MIKF01000104.1	60100	60159	2	2	1	2	0	43
MIKF01000105.1	23273	23328	2	2	1	3	0	4
MIKF01000105.1	88311	88367	2	2	1	1	0	15
MIKF01000105.1	90570	90710	1	1	1	1	0	15
MIKF01000105.1	90899	90959	1	1	1	1	0	31
MIKF01000106.1	112352	112405	2	2	1	3	0	39
MIKF01000107.1	37478	37541	2	2	1	1	0	23
MIKF01000011.1	9985	10047	2	2	1	1	0	35
MIKF01000109.1	67221	67310	1	1	1	2	0	46
MIKF01000110.1	60558	60611	1	1	1	1	0	8
MIKF01000110.1	90220	90270	1	1	1	1	0	39
MIKF01000111.1	10652	10702	1	1	1	1	0	37
MIKF01000111.1	39919	39985	1	1	1	1	0	43
MIKF01000112.1	82173	82222	1	1	1	1	0	19
MIKF01000113.1	28555	28610	2	2	1	2	0	47
MIKF01000113.1	79239	79294	2	2	1	1	0	34
MIKF01000113.1	79329	79388	2	2	1	1	0	11
MIKF01000115.1	90897	90946	2	2	1	1	0	33
MIKF01000116.1	94330	94388	1	1	1	1	0	12
MIKF01000118.1	2242	2290	1	1	1	1	0	44
MIKF01000118.1	14134	14188	1	1	1	2	0	29
MIKF01000118.1	65588	65703	1	1	1	1	0	25
MIKF01000118.1	66127	66262	1	1	1	4	0	12
MIKF01000119.1	15161	15212	2	2	1	8	0	46
MIKF01000119.1	23107	23167	1	1	1	1	0	6
MIKF01000119.1	49504	49554	1	1	1	4	0	48
MIKF01000119.1	74136	74192	2	2	1	4	0	35
MIKF01000120.1	60768	60869	2	2	1	1	0	48
MIKF01000120.1	74866	74930	1	1	1	2	0	31
MIKF01000120.1	75021	75103	1	1	1	3	0	17
MIKF01000121.1	76821	76873	2	2	1	1	0	10
MIKF01000122.1	32193	32241	1	1	1	1	0	41
MIKF01000122.1	81601	81651	2	2	0	2	0	49
MIKF01001231.1	831	891	2	2	0	2	0	34
MIKF01000123.1	51008	51150	2	2	1	1	0	42
MIKF01000123.1	105091	105167	2	2	1	3	0	39
MIKF01000123.1	105650	105884	2	2	1	2	0	22
MIKF01000124.1	40436	40499	2	2	1	2	0	45
MIKF01000124.1	40571	40634	2	2	1	1	0	14
MIKF01000125.1	50145	50199	2	2	1	3	0	10
MIKF01000125.1	89905	89960	1	1	1	1	0	25
MIKF01000125.1	93928	94214	2	2	1	2	0	24
MIKF01000126.1	14382	14476	2	2	1	2	0	17
MIKF01000126.1	14494	14559	2	2	1	2	0	16
MIKF01000126.1	49695	49839	2	2	1	2	0	26
MIKF01000126.1	74001	74058	2	2	1	2	0	27
MIKF01000126.1	74307	74564	2	2	1	1	0	11
MIKF01000127.1	68361	68408	1	1	1	2	0	40
MIKF01000127.1	79285	79345	2	2	1	1	0	4
MIKF01000013.1	32496	32549	1	1	1	2	0	40
MIKF01000013.1	132491	132546	1	1	1	2	0	33
MIKF01000129.1	77739	77793	1	1	1	1	0	9
MIKF01000129.1	82983	83032	1	1	1	1	0	16
MIKF01000129.1	86859	86904	1	1	1	2	0	29
MIKF01000132.1	63715	63767	1	1	1	1	0	11
MIKF01000132.1	63796	63848	1	1	1	1	0	28
MIKF01000135.1	71567	71650	2	2	1	2	0	27
MIKF01000137.1	62126	62188	2	2	1	3	0	29
MIKF01000137.1	62231	62289	2	2	1	2	0	40
MIKF01000137.1	95243	95295	1	1	1	1	0	21
MIKF01000138.1	49076	49131	1	1	1	2	0	10
MIKF01000138.1	49403	49459	1	1	1	2	0	11
MIKF01000138.1	88481	88532	1	1	1	4	0	37
MIKF01000138.1	88633	88683	1	1	1	6	0	40
MIKF01000014.1	41821	41878	2	2	1	1	0	23
MIKF01000014.1	87098	87147	2	2	1	2	0	37
MIKF01000139.1	739	789	1	1	1	4	0	33
MIKF01000139.1	73657	73704	2	2	1	1	0	23
MIKF01000140.1	75901	75951	1	1	1	2	0	15
MIKF01000144.1	35727	35783	1	1	1	2	0	7
MIKF01000144.1	74375	74426	2	2	1	6	0	46
MIKF01000145.1	33425	33475	2	2	1	1	0	25
MIKF01000145.1	37479	37528	2	2	1	1	0	9
MIKF01000145.1	45364	45411	2	2	1	2	0	46
MIKF01000147.1	49066	49121	1	1	1	1	0	44
MIKF01000147.1	84897	84949	1	1	1	1	0	23
MIKF01000147.1	85431	85481	1	1	1	4	0	42
MIKF01000148.1	34563	34612	2	2	1	2	0	26
MIKF01000150.1	82272	82315	1	1	1	1	0	10
MIKF01000151.1	61034	61093	1	1	1	2	0	45
MIKF01000152.1	27722	27790	2	2	1	2	0	49
MIKF01000152.1	27872	27935	2	2	1	2	0	27
MIKF01000155.1	13519	13586	1	1	1	2	0	32
MIKF01000155.1	24194	24338	2	2	1	2	0	43
MIKF01000155.1	24404	24477	2	2	1	2	0	46
MIKF01000155.1	46012	46661	1	1	1	1	0	27
MIKF01000155.1	49047	49104	1	1	1	3	0	36
MIKF01000155.1	68216	68332	2	2	1	1	0	16
MIKF01000158.1	7207	7259	1	1	1	1	0	13
MIKF01000158.1	14403	14505	2	2	1	2	0	35
MIKF01000016.1	68270	68321	2	2	1	1	0	14
MIKF01000016.1	68527	68577	2	2	1	2	0	47
MIKF01000016.1	199941	200010	1	1	1	1	0	7
MIKF01000016.1	200097	200194	1	1	1	4	0	39
MIKF01000016.1	200352	200403	1	1	1	2	0	10
MIKF01000016.1	242693	242741	2	2	1	1	0	8
MIKF01000016.1	262249	262366	2	2	1	2	0	44
MIKF01000016.1	264993	265056	1	1	1	2	0	16
MIKF01000016.1	265073	265180	1	1	1	1	0	6
MIKF01000016.1	265244	265301	1	1	1	1	0	48
MIKF01000159.1	1544	1597	2	2	1	2	0	31
MIKF01000159.1	18195	18255	1	1	1	1	0	19
MIKF01000160.1	75606	75661	1	1	1	1	0	14
MIKF01000161.1	18891	18943	2	2	1	1	0	16
MIKF01000161.1	19004	19056	2	2	1	2	0	41
MIKF01000161.1	19099	19150	2	2	1	1	0	42
MIKF01000161.1	68141	68193	2	2	1	1	0	5
MIKF01000162.1	16171	16237	1	1	1	2	0	39
MIKF01000164.1	13372	13419	1	1	1	3	0	15
MIKF01000164.1	64548	64594	1	1	1	3	0	43
MIKF01000164.1	79446	79491	2	2	1	1	0	22
MIKF01000164.1	79832	79876	2	2	1	1	0	33
MIKF01000167.1	14054	14119	2	2	1	2	0	31
MIKF01000167.1	14151	14295	2	2	1	1	0	12
MIKF01000167.1	14339	14458	2	2	1	1	0	29
MIKF01000167.1	42317	42386	1	1	1	1	0	32
MIKF01000167.1	54945	55000	2	2	1	2	0	29
MIKF01000167.1	59979	60031	2	2	1	2	0	22
MIKF01000017.1	107647	107923	1	1	1	1	0	28
MIKF01000017.1	107952	108104	1	1	1	1	0	12
MIKF01000017.1	110364	110426	2	2	0	1	0	27
MIKF01000017.1	213609	213660	2	2	1	4	0	3
MIKF01000017.1	216036	216101	2	2	0	2	0	23
MIKF01000017.1	238110	238167	1	1	1	2	0	49
MIKF01000017.1	238326	238434	1	1	1	1	0	12
MIKF01000169.1	11460	11520	2	2	1	4	0	45
MIKF01000169.1	23583	23645	2	2	1	1	0	48
MIKF01000170.1	24488	24573	1	1	1	2	0	38
MIKF01000170.1	31479	31590	2	2	1	1	0	31
MIKF01000170.1	43918	44020	1	1	1	1	0	40
MIKF01000170.1	44061	44122	1	1	1	1	0	8
MIKF01000170.1	76864	76912	2	2	1	2	0	47
MIKF01000171.1	29720	29775	2	2	1	2	0	38
MIKF01000171.1	75865	75928	2	2	1	1	0	11
MIKF01000171.1	76192	76285	2	2	1	1	0	10
MIKF01000173.1	78014	78066	2	2	1	1	0	13
MIKF01000175.1	40665	40784	1	1	0	2	0	34
MIKF01000175.1	40910	41057	1	1	1	1	0	50
MIKF01000175.1	41363	41419	1	1	1	1	0	34
MIKF01000175.1	45027	45162	1	1	1	2	0	45
MIKF01000175.1	75679	75739	2	2	1	2	0	27
MIKF01000175.1	75861	75914	2	2	1	1	0	5
MIKF01000175.1	75972	76140	2	2	1	1	0	39
MIKF01000175.1	78719	78784	2	2	1	1	0	28
MIKF01000176.1	12748	12800	1	1	1	1	0	7
MIKF01000176.1	12810	12873	1	1	1	2	0	9
MIKF01000179.1	75178	75263	2	2	1	1	0	29
MIKF01000180.1	56324	56383	1	1	1	4	0	43
MIKF01000180.1	57022	57073	1	1	1	1	0	4
MIKF01000180.1	60232	60286	2	2	1	2	0	48
MIKF01000183.1	58970	59019	1	1	1	1	0	48
MIKF01000183.1	72808	72862	1	1	1	1	0	17
MIKF01000184.1	5313	5364	1	1	1	3	0	42
MIKF01000185.1	64349	64409	1	1	0	1	0	28
MIKF01000188.1	30964	31043	2	2	1	1	0	24
MIKF01000188.1	31110	31164	2	2	1	1	0	10
MIKF01000188.1	31536	31597	1	1	1	1	0	4
MIKF01000188.1	31666	31723	1	1	1	3	0	44
MIKF01000188.1	31772	31879	1	1	1	1	0	14
MIKF01000188.1	77820	77869	1	1	1	2	0	43
MIKF01000019.1	40496	40550	2	2	1	3	0	34
MIKF01000019.1	40735	40821	2	2	1	1	0	12
MIKF01000019.1	40874	40962	2	2	1	1	0	37
MIKF01000019.1	41160	41285	2	2	0	6	0	46
MIKF01000019.1	45880	46893	1	1	0	1	0	13
MIKF01000019.1	73316	73367	2	2	0	6	0	33
MIKF01000019.1	158665	158719	2	2	1	1	0	33
MIKF01000019.1	171115	171216	1	1	1	1	0	27
MIKF01000189.1	30536	30656	2	2	1	1	0	36
MIKF01000189.1	30994	31206	2	2	1	1	0	36
MIKF01000189.1	48210	48258	1	1	1	2	0	3
MIKF01000189.1	59426	59494	1	1	1	1	0	21
MIKF01000190.1	41301	41450	1	1	1	2	0	19
MIKF01000190.1	49966	50029	2	2	1	1	0	12
MIKF01000190.1	69395	69444	1	1	1	1	0	27
MIKF01000190.1	74261	74361	1	3	1	3	0	46
MIKF01000190.1	74746	74801	1	1	1	1	0	20
MIKF01000190.1	74900	74955	1	1	1	6	0	46
MIKF01000192.1	3527	3642	1	1	0	1	0	50
MIKF01000192.1	36780	36828	2	2	1	1	0	22
MIKF01000193.1	38050	38238	1	1	1	1	0	12
MIKF01000195.1	49518	49770	2	2	1	2	0	48
MIKF01000195.1	49895	49979	2	2	1	4	0	48
MIKF01000195.1	68902	68953	2	2	1	1	0	46
MIKF01000195.1	69291	69413	2	2	1	2	0	5
MIKF01000198.1	44178	44235	2	2	0	2	0	50
MIKF01000198.1	62075	62591	1	1	1	2	0	19
MIKF01000198.1	62611	62733	1	1	1	2	0	19
MIKF01000002.1	162363	162428	2	2	1	2	0	27
MIKF01000002.1	266796	266852	1	1	1	1	0	41
MIKF01000002.1	266908	266976	1	1	1	1	0	4
MIKF01000020.1	17136	17182	1	1	1	2	0	5
